-471,-369,-349,11485
80,-367,50,11507
-460,-16,-131,11527
-1492,162,-226,11548
-972,450,-282,11571
-601,631,-358,11593
-768,683,-244,11615
-403,398,-146,11636
-146,258,-38,11659
117,119,33,11679
350,-167,56,11698
76,-169,26,11718
-196,32,62,11737
-235,161,-3,11755
-249,166,4,11774
-272,115,24,11794
-303,20,67,11813
-468,-91,-7,11832
-673,-439,-253,11852
-1018,-1313,-245,11875
-253,-1805,-357,11899
98,-1126,-266,11924
56,-776,-800,11945
-2048,-2048,2047,11966
261,-564,-357,11992
-163,200,-157,12013
-538,-253,30,12035
-430,-624,4,12056
-632,-306,-93,12076
-1141,-49,110,12097
-937,119,127,12120
-425,473,-79,12140
-172,429,-248,12161
-583,-123,-643,12183
-220,-351,-302,12206
11,-243,-51,12228
-792,-64,-129,12249
-1499,216,-230,12270
-680,474,-352,12293
-585,738,-272,12315
-624,640,-240,12337
-339,354,-111,12358
-131,241,-29,12381
134,111,5,12401
349,-173,38,12419
100,-227,21,12438
-249,-29,95,12459
-209,72,13,12478
-178,101,37,12496
-251,102,70,12517
-288,78,62,12536
-424,-48,-15,12555
-668,-339,-249,12575
-988,-1220,-299,12599
-269,-1909,-263,12622
92,-1084,-307,12647
-134,-424,11,12668
2047,-2048,-2048,12689
-293,-262,-57,12715
685,-253,-347,12736
-619,121,-258,12758
-564,-439,-108,12780
-546,-483,-114,12803
-1070,-94,7,12825
-993,171,103,12846
-501,491,-70,12866
-45,629,-137,12887
-449,-198,-452,12907
-396,-394,-292,12931
-10,-335,32,12953
-523,107,-145,12973
-1277,235,-235,12995
-770,465,-282,13018
-593,458,-257,13039
-749,470,-73,13062
-668,363,-156,13082
-273,242,-65,13104
11,201,-26,13125
309,47,56,13144
487,-163,-10,13161
-100,-40,27,13182
-234,55,2,13202
-154,66,-62,13219
-177,70,-17,13239
-190,82,15,13259
-245,69,20,13278
-445,-67,-96,13296
-643,-374,-281,13318
-1037,-1281,-185,13340
-268,-1880,-270,13365
-17,-916,-257,13389
-159,-386,89,13411
842,-1413,-2048,13431
-660,-337,226,13456
615,-722,-8,13477
-492,170,-335,13497
-657,-161,-48,13519
-378,-530,-136,13541
-1158,-138,61,13572
-1178,56,116,13586
-639,364,-59,13606
-131,831,-54,13627
-328,65,-521,13648
-586,-330,-529,13669
11,-562,85,13691
-222,-170,-24,13711
-1182,29,-222,13732
-1139,417,-297,13754
-619,544,-328,13777
-578,661,-267,13799
-570,525,-190,13820
-337,282,-79,13842
-71,188,-32,13863
214,82,20,13883
420,-157,-3,13900
7,-127,3,13921
-213,-46,15,13937
-159,55,-59,13957
-157,63,-23,13977
-247,103,-10,13997
-301,83,0,14017
-491,-52,-110,14034
-655,-391,-303,14057
-969,-1147,-176,14080
-428,-1610,-304,14103
92,-1028,-200,14128
-161,-590,1,14149
134,-898,-1516,14169
-2048,-608,1734,14192
469,-433,79,14216
-208,-51,-203,14235
-704,-139,-45,14258
-407,-526,-87,14279
-851,-227,-42,14301
-1123,35,146,14323
-695,224,74,14344
-180,663,-74,14363
-258,241,-290,14385
-535,-246,-515,14406
-119,-398,-129,14429
-61,-116,-121,14452
-658,64,-131,14474
-1288,252,-215,14494
-740,436,-311,14518
-794,599,-169,14539
-657,477,-234,14561
-330,278,-131,14583
-110,200,-15,14605
123,80,21,14625
300,-120,13,14644
19,-82,18,14663
-197,47,11,14681
-212,69,-14,14699
-236,78,22,14720
-254,60,72,14738
-294,9,84,14756
-436,-54,-13,14774
-591,-290,-194,14795
-908,-1048,-191,14818
-531,-1549,-257,14842
109,-1027,-302,14866
-134,-629,-47,14888
59,-726,-611,14911
-2048,-1898,1880,14931
854,-324,-409,14956
-304,110,-194,14979
-706,-308,-105,15000
-323,-538,-52,15023
-678,-167,-167,15045
-1018,-110,88,15068
-843,39,97,15089
-425,310,-64,15109
-127,653,-158,15129
-539,-133,-600,15151
-279,-431,-254,15173
40,-334,40,15197
-592,124,-190,15215
-1563,292,-215,15237
-789,473,-303,15260
-617,530,-293,15282
-704,574,-223,15303
-468,384,-58,15326
-162,306,-33,15346
98,231,30,15367
312,68,46,15385
221,-116,-34,15403
-147,-39,12,15423
-271,37,47,15443
-259,64,40,15462
-280,91,41,15480
-275,87,54,15499
-362,28,-62,15518
-596,-244,-220,15538
-905,-1095,-308,15560
-539,-1862,-395,15585
105,-1387,-272,15608
-75,-473,-8,15631
317,-885,-1526,15651
-2048,-776,2047,15674
304,-745,153,15697
-265,212,-294,15719
-552,-93,-60,15740
-435,-607,-95,15761
-894,-279,1,15783
-1052,54,77,15803
-689,261,28,15822
-246,630,-110,15843
-275,358,-311,15864
-507,-328,-466,15886
-65,-520,35,15909
-343,-56,-117,15929
-1193,223,-282,15950
-858,521,-282,15974
-496,508,-264,15995
-617,487,-139,16017
-685,366,-156,16038
-271,215,-51,16061
14,157,3,16081
218,57,43,16098
425,-116,4,16116
14,-56,18,16135
-159,45,11,16152
-140,92,-54,16171
-173,60,-37,16191
-208,64,1,16224
-260,46,-4,16237
-377,-28,-42,16250
-583,-204,-143,16268
-836,-844,-225,16290
-847,-1441,-231,16314
138,-1255,-273,16337
-99,-653,-153,16360
-104,-373,253,16382
2047,-2048,-2048,16404
270,-560,-625,16429
1765,-713,-509,16451
-965,267,-188,16474
-549,-314,-183,16495
-404,-419,-95,16519
-1035,-217,19,16540
-933,86,122,16562
-559,287,-64,16582
-212,668,-24,16603
-339,101,-439,16623
-441,-406,-263,16646
-6,-440,48,16668
-368,47,-154,16687
-1016,285,-267,16708
-960,613,-296,16731
-494,485,-239,16752
-614,355,-114,16775
-644,271,-182,16796
-299,199,-74,16818
-64,197,-6,16839
194,81,37,16858
372,-80,-3,16875
52,-59,9,16893
-172,49,15,16911
-210,81,-14,16929
-254,74,1,16949
-259,25,21,16966
-245,-17,51,16986
-389,-64,-40,17005
-592,-242,-183,17026
-877,-832,-206,17049
-694,-1497,-292,17072
161,-1375,-236,17095
-127,-772,-146,17119
-146,-353,216,17141
-2048,-290,2047,17163
978,-616,-642,17187
361,-298,75,17209
-728,-265,-38,17228
-319,-439,-27,17251
-498,-175,-193,17272
-856,-246,0,17295
-1273,-114,76,17315
-521,296,-126,17337
-227,884,42,17358
-431,33,-382,17379
-446,-459,-447,17399
-55,-432,12,17422
-460,172,-165,17442
-1026,222,-218,17464
-881,454,-252,17486
-617,446,-280,17509
-624,401,-202,17530
-641,387,-142,17552
-319,267,-58,17574
-59,194,-30,17595
193,66,15,17614
386,-159,-13,17632
6,-136,24,17653
-178,-28,10,17671
-178,35,-4,17690
-157,45,-20,17710
-171,115,-1,17729
-229,152,5,17748
-470,9,-62,17767
-621,-291,-238,17786
-916,-1201,-210,17809
-435,-1832,-309,17832
15,-1116,-290,17857
-65,-558,-10,17879
1921,-2048,-2048,17899
-178,-402,-871,17925
633,-9,47,17947
-271,-49,-166,17965
-593,-291,-67,17987
-669,-474,-33,18009
-1080,-114,40,18030
-906,227,110,18053
-483,573,13,18073
79,560,-130,18093
-496,-182,-389,18113
-558,-421,-357,18136
79,-314,12,18158
-240,-111,-85,18178
-807,-31,-166,18199
-1114,361,-328,18221
-700,542,-342,18244
-600,636,-256,18266
-670,540,-231,18287
-507,262,-112,18310
-141,171,-48,18331
135,101,11,18352
333,-104,17,18371
64,-159,-11,18391
-172,-67,-12,18410
-128,12,-107,18430
-95,82,-113,18452
-212,99,-67,18471
-336,29,-114,18491
-528,-186,-237,18512
-721,-725,-234,18535
-864,-1244,-169,18557
-130,-1332,-320,18582
-38,-842,-74,18606
-153,-410,39,18626
122,-791,-1077,18648
-2048,-693,1404,18670
865,-179,-25,18694
-241,-16,-122,18715
-748,-477,-70,18737
-373,-473,-19,18758
-1164,-180,64,18781
-1062,192,150,18802
-487,584,-31,18824
-21,589,21,18845
-426,-314,-279,18891
-84,-237,-31,18905
91,-103,20,18918
-190,-39,-20,18931
-381,-45,-51,18947
-681,113,-286,18967
-726,272,-287,18990
-568,388,-292,19011
-729,440,-192,19033
-667,299,-195,19055
-350,115,-91,19077
-194,79,-52,19097
-14,13,-40,19118
102,-90,-13,19136
14,-61,-45,19155
-134,33,-73,19175
-147,64,-121,19194
-122,60,-124,19215
-227,42,-90,19236
-347,25,-101,19256
-475,-139,-105,19276
-744,-551,-167,19299
-835,-1142,-182,19322
-109,-1407,-371,19346
-5,-962,-188,19371
-155,-375,-19,19391
-2048,-382,716,19412
886,-1461,-16,19436
268,111,-62,19458
-927,-196,-99,19477
-361,-589,71,19499
-521,-308,-29,19520
-1158,-195,136,19542
-1020,178,287,19564
-318,642,130,19587
11,479,-242,19607
-597,-113,-362,19627
-290,-401,-265,19650
19,-334,-22,19673
-417,-102,25,19692
-832,44,-182,19714
-913,347,-308,19734
-578,590,-367,19756
-731,674,-260,19778
-723,479,-317,19800
-376,196,-209,19821
-239,172,-173,19844
-95,80,-157,19865
10,-71,-167,19885
3,-99,-191,19905
-146,-42,-172,19923
-188,2,-194,19945
-199,102,-191,19964
-395,148,-125,19987
-647,-131,-119,20008
-908,-750,-202,20031
-870,-1365,-167,20055
-99,-1217,-374,20078
0,-978,-49,20102
-158,-588,-37,20120
436,-2048,-2048,20142
679,-1437,-421,20165
1119,626,-500,20189
-1050,9,-353,20210
-477,-577,154,20231
-204,-510,66,20253
-582,-174,-42,20274
-1046,-82,109,20295
-808,123,171,20318
-175,544,-51,20338
-291,610,-262,20359
-541,108,-566,20381
-70,-249,-289,20403
67,-463,34,20424
-443,-394,-1,20444
-1199,134,-179,20464
-586,378,-250,20487
-551,579,-272,20509
-768,516,-220,20531
-604,301,-152,20552
-180,198,-88,20575
-2,121,-87,20595
69,8,-119,20614
37,-67,-148,20631
-10,-47,-159,20652
-112,-4,-143,20672
-131,-16,-158,20692
-143,33,-171,20715
-165,89,-209,20736
-344,25,-231,20756
-440,-200,-281,20777
-613,-651,-318,20800
-664,-1182,-338,20823
-253,-1421,-374,20847
59,-713,-323,20871
-128,-399,-16,20891
10,-380,55,20914
-2048,-790,2047,20932
700,-419,-614,20956
734,-178,-465,20978
-1085,-293,-38,21000
-264,-500,15,21022
-530,-115,-125,21044
-953,-163,81,21066
-959,49,145,21087
-566,270,67,21107
-138,694,-61,21127
-242,426,-418,21147
-461,-390,-470,21170
18,-567,112,21192
-250,-201,10,21212
-1055,45,-187,21233
-1082,406,-234,21255
-665,622,-256,21277
-741,683,-307,21300
-461,360,-192,21321
-307,223,-118,21343
-93,83,-66,21365
110,-76,-21,21384
148,-109,-49,21403
-157,15,-31,21424
-190,57,-90,21444
-172,66,-78,21483
-263,2,-60,21496
-350,-105,-87,21510
-409,-284,-154,21524
-495,-713,-239,21547
-757,-1300,-303,21570
-140,-1482,-337,21594
-46,-915,-193,21617
-700,-1656,-2048,21640
571,-916,-310,21664
137,887,-174,21686
-445,-34,-231,21707
-399,-801,4,21729
-454,-525,-4,21748
-516,-127,-195,21770
-1044,-159,9,21792
-1030,20,139,21813
-492,406,18,21834
-21,793,-161,21854
-460,3,-580,21874
-397,-456,-409,21894
25,-513,130,21917
-410,-59,-84,21937
-948,66,-159,21957
-936,312,-271,21979
-657,441,-317,22000
-689,541,-224,22022
-697,510,-185,22044
-399,312,-89,22066
-188,209,-54,22086
82,47,-5,22108
263,-133,29,22124
228,-191,-1,22144
-84,-19,8,22164
-179,46,2,22181
-165,95,-6,22199
-176,139,9,22217
-260,121,45,22237
-345,42,-4,22256
-508,-112,-113,22275
-656,-646,-331,22298
-878,-1552,-299,22321
-43,-1694,-329,22344
-34,-866,-309,22368
579,-1551,-2048,22389
-183,-476,23,22413
463,328,-734,22434
-114,27,-180,22455
-559,-507,-61,22475
-461,-581,-51,22498
-734,-154,-128,22519
-1070,37,48,22542
-785,139,96,22561
-348,544,50,22582
-29,510,-184,22601
-619,-225,-500,22622
-315,-493,-294,22645
142,-375,-2,22668
-646,28,-141,22687
-1377,218,-244,22709
-729,561,-353,22731
-561,697,-260,22753
-709,548,-200,22775
-408,264,-153,22797
-220,172,-2,22818
-1,100,26,22839
199,-112,64,22856
220,-163,11,22876
-84,43,35,22896
-226,125,25,22914
-204,127,2,22933
-188,86,28,22951
-236,26,49,22971
-373,-88,-55,22989
-558,-330,-224,23010
-793,-1007,-319,23033
-567,-1587,-292,23057
22,-1196,-377,23080
-57,-726,-198,23103
-79,-423,222,23124
2047,-2048,-2048,23145
-190,-91,-487,23171
727,-557,-139,23192
-605,128,-211,23214
-601,-336,-74,23236
-755,-410,-4,23258
-1175,-70,91,23278
-781,230,56,23300
-362,719,-91,23319
-144,505,-155,23340
-500,-330,-536,23362
-227,-442,-103,23385
-111,-169,-60,23407
-825,25,-171,23430
-1226,344,-283,23450
-568,634,-347,23473
-518,702,-261,23495
-609,558,-140,23517
-504,262,-79,23538
-172,151,-40,23559
93,68,42,23580
319,-150,45,23597
142,-146,21,23616
-274,20,66,23636
-224,59,-20,23655
-220,132,-30,23674
-267,72,10,23696
-367,-19,9,23714
-522,-193,-130,23733
-750,-586,-234,23755
-949,-1164,-226,23779
-151,-1463,-371,23802
0,-1024,-215,23826
-198,-720,-75,23847
1886,-2048,-2048,23869
-61,-106,-81,23895
684,233,-137,23915
-518,-230,-10,23936
-588,-533,-26,23957
-423,-270,-141,23980
-902,-178,-20,24002
-1132,-29,64,24024
-697,218,-16,24045
-334,9,-418,24090
-515,-398,-507,24103
-455,-477,-501,24117
-191,-481,-69,24131
-49,-187,-58,24153
-834,82,-186,24174
-1358,364,-266,24195
-632,472,-291,24217
-756,588,-226,24240
-710,435,-157,24261
-356,281,-59,24283
-165,220,-1,24304
40,109,26,24324
251,-122,52,24341
208,-151,22,24361
-91,36,34,24381
-252,118,23,24398
-223,149,-17,24418
-245,120,0,24439
-258,44,4,24458
-381,-53,-45,24475
-532,-248,-192,24497
-725,-874,-323,24519
-757,-1573,-394,24542
87,-1454,-299,24566
-105,-702,-183,24588
1732,-2048,-2048,24610
584,-789,-635,24636
509,745,-79,24657
-408,-274,-243,24677
-580,-689,122,24700
-430,-334,-52,24722
-942,-136,2,24743
-1130,-4,123,24764
-720,202,61,24784
-169,710,-56,24804
-335,84,-514,24824
-504,-447,-511,24846
-85,-412,-86,24868
-260,-32,-129,24889
-818,127,-213,24911
-1195,401,-228,24933
-649,619,-332,24955
-612,597,-249,24978
-685,475,-180,24999
-423,303,-95,25021
-173,240,-55,25042
106,79,15,25063
273,-170,53,25080
-16,-154,81,25101
-219,12,67,25120
-249,137,23,25139
-261,227,7,25159
-290,204,-16,25178
-386,35,-3,25198
-536,-162,-132,25217
-720,-783,-338,25240
-870,-1715,-276,25263
-32,-1541,-359,25286
-63,-879,-226,25310
-57,-551,198,25331
-2048,1094,2047,25352
451,-733,-296,25376
296,63,-116,25398
-540,-175,-20,25417
-540,-550,-18,25440
-560,-289,-148,25461
-1212,-98,80,25484
-1101,121,150,25505
-496,635,-176,25527
55,528,-296,25548
-527,-289,-612,25569
-253,-433,-242,25591
