0,0,0,62
-246,-48,7,89
-245,-25,3,103
-244,-12,-5,117
-239,-18,-6,132
-238,-24,-6,146
-236,-52,0,160
-254,-45,-6,175
-255,7,-20,189
-247,13,-18,203
-214,-42,-4,218
-240,-30,6,232
-258,-46,2,246
-300,-16,2,261
-204,-13,-32,274
-312,12,22,288
-466,-8,44,303
-185,-28,-8,317
-204,-28,-17,331
-267,-17,-5,346
-249,-24,-1,363
-260,-15,-6,380
-237,-21,0,399
-259,-19,-8,415
-235,-27,-14,433
-250,-40,11,451
-240,-46,-5,470
-248,-35,-6,487
-269,-39,-9,504
-256,-51,-10,522
-249,-23,-13,541
-248,-46,-5,560
-250,-39,3,577
-250,-18,-17,593
-218,-27,-5,613
-254,-43,-6,630
-251,-18,-12,648
-266,0,-10,667
-258,-1,-5,684
-246,-40,1,700
-220,-34,1,716
-243,-43,9,734
-258,-33,-1,750
-254,-20,1,768
-247,-22,-6,784
-259,-18,-5,802
-243,-59,6,820
-243,-47,1,836
-259,7,-10,852
-248,20,-19,870
-252,6,-15,887
-249,-5,-15,904
-256,3,-18,921
-246,1,-15,939
-248,6,-3,977
-248,4,-3,990
-253,14,-7,1003
-250,9,-8,1016
-253,6,-5,1030
-256,3,-16,1042
-260,10,-24,1055
-248,20,-27,1074
-239,15,8,1092
-244,2,4,1108
-252,-3,-8,1124
-257,24,-21,1142
-240,40,-37,1161
-235,21,-25,1179
-238,1,-8,1199
-241,-7,-5,1215
-246,-29,-19,1232
-255,-27,-3,1252
-239,-20,9,1271
-243,-27,-1,1289
-253,-36,-34,1307
-257,-17,-40,1327
-249,5,-39,1347
-247,4,-51,1364
-251,-13,-61,1382
-269,-3,-63,1402
-258,-16,-60,1421
-246,-30,-53,1440
-232,-13,-46,1460
-212,-30,-1,1480
-227,-87,-19,1499
-228,-102,-21,1518
-237,-72,0,1540
-262,-51,-22,1557
-271,-73,-53,1576
-233,-95,-70,1597
-255,-110,-72,1616
-268,-93,-69,1637
-265,-62,-69,1656
-307,-21,-94,1677
-313,0,-119,1696
-262,-74,-97,1715
-339,-160,-15,1735
-320,-174,76,1756
-443,34,60,1775
-682,209,-42,1793
-645,205,-212,1813
-419,-14,-273,1833
-421,-87,-184,1854
-399,21,-57,1875
-260,210,-67,1894
-234,408,-14,1913
-152,303,-51,1934
-104,108,-48,1953
-124,36,-25,1973
-143,23,-37,1991
-130,13,-51,2011
-153,-25,-50,2029
-174,-79,-27,2049
-170,-101,-32,2069
-186,-116,-55,2089
-216,-160,-83,2110
-299,-291,-121,2131
-306,-549,-139,2153
-169,-778,-161,2174
-92,-705,-155,2197
-33,-567,-276,2217
-1215,-581,977,2238
-366,-83,-463,2259
21,306,-222,2281
-79,-54,-30,2299
-389,-387,-13,2318
-247,-364,-33,2339
-240,-116,-41,2360
-291,-72,-129,2380
-313,-185,-108,2402
-424,-214,-85,2423
-617,-149,13,2444
-609,-37,-2,2464
-449,31,-33,2483
-438,71,-15,2501
-285,350,-44,2520
-182,339,-190,2540
-234,-9,-216,2561
-200,-101,-157,2580
-383,61,-155,2603
-584,76,-147,2622
-653,57,-130,2641
-750,43,-106,2662
-596,96,-152,2681
-420,139,-46,2701
-203,212,14,2720
-33,195,20,2740
96,99,11,2757
117,26,10,2772
2,46,30,2789
-89,74,34,2804
-157,90,53,2821
-168,110,52,2838
-186,80,33,2856
-222,-21,3,2875
-258,-162,-57,2892
-278,-345,-147,2913
-350,-790,-196,2935
-372,-1196,-217,2957
-121,-1044,-359,2979
12,-744,-195,3003
94,-768,-589,3022
-1114,-832,886,3042
-343,56,-545,3064
398,272,-70,3084
72,-66,-92,3102
-709,-457,-67,3120
-232,-476,-46,3141
-425,-113,-199,3162
-608,-228,-91,3183
-1142,-125,-20,3205
-799,122,27,3226
-422,417,43,3245
-128,636,-158,3264
-361,33,-416,3284
-322,-307,-262,3304
-636,28,-148,3339
-1095,181,-170,3352
-1039,288,-128,3367
-688,418,-191,3389
-736,513,-178,3410
-559,409,-98,3431
-217,233,-2,3450
45,132,66,3470
317,38,68,3486
279,5,20,3503
-40,95,35,3518
-133,184,7,3535
-134,224,-9,3553
-176,134,-2,3571
-184,-6,22,3590
-227,-158,-5,3608
-322,-325,-154,3628
-331,-677,-311,3649
-845,-1235,-318,3672
-130,-1486,-434,3694
-88,-959,-313,3717
-2048,-1252,1600,3738
488,-839,-482,3762
-25,642,-174,3782
-570,147,-134,3803
-272,-641,-105,3823
-437,-582,34,3845
-602,-264,-161,3865
-1412,-119,6,3887
-1154,208,34,3906
-312,866,-56,3927
-76,633,-370,3946
-550,-398,-614,3965
-281,-507,-117,3987
-546,-63,-94,4009
-1314,259,-236,4029
-852,534,-213,4050
-634,682,-319,4072
-665,636,-282,4092
-669,438,-101,4113
-391,202,-48,4134
-24,21,34,4154
420,-206,109,4170
570,-225,38,4190
-70,154,54,4209
-106,308,0,4227
-136,392,-22,4244
-225,177,-21,4264
-221,-81,5,4284
-233,-218,-35,4301
-243,-399,-157,4322
-412,-760,-164,4344
-986,-1197,-300,4366
-137,-1669,-320,4388
-13,-1072,-180,4412
-11,-487,-20,4433
-2048,-2048,2047,4453
410,-510,-412,4477
636,-166,-472,4498
-631,-34,-171,4518
-735,-622,-33,4540
-1229,-353,42,4560
-1257,190,133,4581
-640,949,-55,4602
-59,665,-283,4622
-452,-475,-619,4641
-356,-668,-75,4664
-394,-42,-116,4684
-1151,269,-291,4705
-1013,714,-321,4727
-729,729,-259,4749
-704,647,-218,4769
-710,538,-178,4790
-380,366,-114,4811
-28,201,-11,4832
285,-58,39,4850
284,-288,34,4869
-226,-38,110,4887
-216,261,-48,4907
-162,312,-87,4927
-283,86,-61,4946
-324,-101,-32,4965
-454,-280,-115,4985
-493,-673,-283,5008
-1080,-1201,-260,5029
-272,-1630,-565,5053
6,-1385,-239,5076
-142,-686,12,5096
1999,-2048,-2048,5115
1244,-1131,-440,5140
244,389,-118,5163
-464,5,-247,5182
-600,-549,9,5201
-768,-703,79,5220
-1417,-252,157,5239
-1452,325,199,5262
-54,869,-95,5282
-400,150,-611,5301
-855,-411,-463,5321
-103,-436,-88,5344
-718,144,-207,5364
-1641,401,-277,5385
-812,590,-374,5407
-838,669,-296,5428
-697,642,-172,5448
-600,617,-137,5470
-317,436,-139,5490
74,272,-81,5511
586,-57,-2,5529
305,-311,8,5547
-398,-121,161,5564
-125,97,-39,5584
-73,226,18,5604
-186,237,11,5621
-322,-11,-7,5640
-452,-258,-96,5659
-529,-778,-331,5680
-1062,-1569,-230,5701
-184,-1611,-404,5726
-114,-1012,-472,5748
-51,-724,-71,5771
2047,-2048,-2048,5791
699,-1002,-523,5815
299,133,-439,5836
-475,167,-227,5857
-1368,-376,105,5908
-1334,290,121,5924
-725,1028,-201,5937
-92,1062,0,5950
-276,640,-411,5963
-617,-242,-748,5980
-202,-689,-98,6002
-619,-114,-75,6023
-1526,384,-294,6043
-1012,705,-381,6066
-740,679,-353,6087
-720,542,-198,6108
-619,487,-84,6129
-509,456,-114,6149
-80,360,-120,6169
372,241,-28,6190
701,-115,-160,6208
-109,-107,-13,6228
-237,125,-92,6249
-77,357,-165,6269
-152,309,-63,6289
-326,60,-23,6308
-450,-238,-195,6328
-444,-851,-324,6349
-1520,-1589,-312,6371
-59,-2047,-404,6395
-74,-934,-320,6417
-38,-518,30,6437
-2048,-718,2047,6457
133,-1049,237,6479
226,178,-491,6500
-549,-105,-254,6519
-1010,-816,-18,6542
-1502,-354,181,6563
-1053,867,-288,6585
-126,1088,-183,6607
-491,-174,-790,6629
-345,-651,-125,6650
-740,-35,-52,6673
-1251,307,-225,6692
-850,689,-325,6714
-663,738,-320,6735
-736,599,-252,6756
-950,592,-201,6776
-430,334,-174,6798
-135,224,-60,6818
258,84,17,6838
548,-184,-20,6855
-1,-100,52,6875
-225,138,-7,6892
-166,335,-127,6910
-244,304,-111,6932
-237,51,-46,6952
-355,-212,-188,6971
-376,-951,-301,6993
-1187,-1633,-305,7015
-192,-1955,-478,7038
60,-1245,-346,7062
488,-1564,-2048,7083
-386,-966,614,7105
920,159,-724,7127
-397,330,-203,7146
-752,-422,-190,7166
-1200,-713,171,7189
-1352,-71,190,7211
-647,891,-238,7231
-155,708,-512,7251
-810,-266,-750,7273
-257,-787,16,7294
-636,-160,-165,7314
-1715,385,-356,7336
-962,803,-401,7358
-722,783,-306,7378
-733,627,-226,7400
-742,566,-173,7420
-412,395,-86,7441
-35,327,-50,7461
344,188,15,7480
763,-288,-80,7497
-196,-62,76,7517
-335,176,-26,7536
-199,259,-123,7556
-229,223,-23,7576
-91,46,48,7597
-217,-101,15,7613
-425,-414,-324,7632
-945,-1181,-492,7655
-893,-2048,-466,7677
153,-1746,-373,7700
-228,-641,-175,7723
-2048,-2048,2047,7744
1167,-199,-1020,7768
-214,290,-12,7791
-678,-558,-310,7811
-758,-723,89,7832
-1357,-264,166,7852
-1339,430,36,7874
-198,1062,-75,7894
-448,46,-647,7914
-678,-424,-383,7934
-283,-457,-63,7956
-1086,42,-266,7976
-1527,513,-328,7998
-756,708,-332,8019
-715,818,-320,8040
-746,745,-75,8061
-556,549,-73,8081
-226,383,-80,8100
111,254,-1,8121
429,-70,-1,8138
105,-262,-14,8156
-400,-46,83,8175
-266,76,-70,8195
-259,207,-65,8213
-262,78,6,8232
-429,-82,16,8249
-507,-385,-246,8268
-623,-1119,-319,8290
-927,-1751,-306,8312
62,-1128,-400,8347
-35,-866,-295,8360
-84,-526,174,8377
2047,-2048,-2048,8397
1210,-1228,-210,8421
696,165,-358,8443
-596,114,-352,8464
-788,-504,-54,8484
-1071,-631,98,8505
-1500,71,211,8526
-631,929,-339,8546
53,794,-245,8566
-448,-11,-672,8586
-465,-498,-99,8606
-296,-227,-96,8627
-868,141,-173,8647
-1059,484,-279,8669
-770,556,-321,8690
-736,439,-274,8711
-753,371,-115,8732
-685,344,-126,8753
-282,311,-87,8773
98,305,-39,8794
628,174,-2,8811
500,-146,-80,8828
-232,-64,15,8848
-274,-29,1,8867
-100,121,-42,8885
-86,198,52,8904
-119,269,82,8923
-320,167,35,8941
-603,-176,-203,8960
-758,-880,-380,8981
-1056,-1877,-284,9004
143,-1582,-329,9027
-79,-565,-189,9049
799,-1879,-2048,9070
-394,-987,854,9093
843,181,-1031,9113
-96,335,-160,9135
-591,-478,-137,9154
-737,-782,110,9176
-1167,-375,102,9197
-1296,326,12,9219
-324,851,-92,9238
-17,579,-429,9259
-804,-464,-628,9278
-231,-518,-163,9299
-164,-48,-7,9322
-646,155,-122,9340
-1173,248,-216,9361
-876,376,-324,9382
-871,527,-320,9404
-850,641,-178,9424
-599,488,-144,9445
-298,323,-106,9466
-54,252,-36,9487
254,54,13,9505
440,-227,-47,9523
-32,-190,9,9542
-237,3,-16,9560
-176,68,-55,9577
-202,122,-9,9596
-217,175,21,9615
-313,162,9,9633
-562,-60,-127,9652
-694,-634,-427,9672
-1327,-1647,-81,9694
-204,-1772,-374,9717
87,-992,-310,9740
-135,-624,59,9759
215,-896,-1366,9779
-2048,-1362,2047,9801
606,-56,-566,9825
-364,380,-338,9844
-634,-370,-148,9866
-680,-730,-21,9887
-1310,-224,83,9908
-1103,385,103,9929
-257,993,-63,9950
-210,385,-368,9969
-700,-361,-533,9991
-142,-614,-77,10012
-150,-124,-83,10034
-641,239,-153,10056
-952,421,-246,10078
-806,469,-281,10099
-713,463,-278,10122
-635,392,-227,10143
-706,332,-175,10165
-374,266,-76,10187
-49,265,-29,10208
263,154,-11,10227
456,-149,-77,10247
-112,-145,-6,10268
-320,-23,20,10289
-169,-3,-1,10308
-215,57,28,10328
-254,137,47,10346
-418,79,-48,10365
-607,-195,-178,10386
-906,-814,-244,10408
-791,-1438,-226,10431
10,-1451,-299,10456
-117,-859,-235,10477
-173,-401,107,10500
-1229,-498,-2048,10522
874,-1232,-117,10547
233,55,133,10569
-669,-90,-116,10589
-386,-519,-30,10610
-572,-399,-139,10632
-1201,-153,68,10655
-1036,217,143,10677
-234,708,-155,10698
-205,434,-280,10721
-671,-190,-592,10742
-140,-473,-240,10765
-98,-319,2,10788
-808,-62,-108,10807
-1355,352,-323,10828
-736,581,-379,10852
-656,756,-335,10873
-657,510,-195,10895
-470,272,-101,10917
49,189,-13,10952
240,117,2,10966
413,-26,-16,10979
222,-146,-46,10995
-159,-40,4,11016
-191,76,-31,11034
-151,169,-54,11055
-196,247,-36,11075
-275,152,7,11096
-440,-31,-59,11115
-533,-416,-305,11136
-1132,-1247,-225,11158
-345,-1814,-323,11184
42,-970,-336,11207
-174,-465,-21,11228
-2048,-114,-1302,11250
590,-1424,70,11275
223,610,33,11295
-553,-20,-348,11315
-487,-547,24,11336
-539,-566,-61,11357
-1051,-186,25,11378
-1044,169,143,11401
-553,547,29,11422
-70,624,-174,11442
-524,-92,-513,11463
