0,0,0,52
-248,23,12,78
-254,-15,18,93
-250,-5,14,107
-251,28,8,121
-252,20,3,136
-253,0,8,149
-254,-21,14,163
-249,-3,18,178
-248,6,17,192
-251,12,16,206
-252,2,15,220
-255,14,21,234
-268,17,8,248
-242,75,2,263
-249,51,7,277
-253,-39,13,291
-244,-38,17,305
-253,14,7,319
-254,36,7,333
-252,18,5,348
-247,22,2,362
-246,17,6,376
-251,6,10,390
-255,3,11,404
-247,-2,11,418
-254,1,13,433
-249,3,13,447
-249,7,12,460
-248,1,11,475
-253,2,5,489
-247,25,1,503
-253,51,1,519
-251,24,4,535
-274,-40,9,551
-252,35,-5,567
-242,-24,14,583
-265,-26,27,602
-256,0,14,619
-384,-135,106,634
-190,14,7,654
-234,177,-15,670
-246,10,15,689
-253,-91,35,705
-251,-10,16,722
-249,45,2,741
-249,31,0,756
-255,21,-1,772
-248,31,0,788
-251,37,2,804
-248,45,0,820
-244,45,3,835
-242,57,-2,850
-248,41,-2,868
-249,10,2,884
-243,26,-6,900
-252,54,-19,916
-254,26,-13,934
-252,-25,-7,952
-258,5,-22,969
-255,7,-24,986
-250,-22,-12,1003
-254,-20,-7,1022
-254,-5,-9,1041
-252,-31,-2,1058
-247,-32,-1,1078
-252,-13,-10,1096
-247,-32,-6,1116
-245,-26,-16,1135
-248,-15,-29,1155
-245,-13,-25,1174
-249,-4,-20,1195
-243,8,-42,1213
-249,-32,-39,1230
-242,-54,-38,1250
-243,-39,-40,1270
-252,-31,-49,1290
-249,-49,-57,1309
-245,-81,-47,1330
-246,-106,-38,1349
-256,-82,-52,1370
-278,-65,-77,1389
-257,-73,-73,1410
-260,-65,-80,1429
-279,-70,-71,1448
-296,-75,-81,1469
-572,-31,-81,1488
-322,-47,-95,1508
-384,21,-88,1528
-342,30,-85,1547
-346,62,-81,1565
-336,82,-70,1584
-322,88,-62,1603
-302,-4,-85,1622
-264,-58,-32,1640
-254,29,-2,1660
-230,98,-6,1678
-210,76,-6,1695
-210,64,13,1713
-208,80,29,1731
-209,78,39,1748
-198,52,47,1766
-207,15,55,1783
-220,-9,50,1802
-227,-25,53,1819
-228,-15,53,1838
-236,12,54,1856
-239,6,51,1874
-260,-61,43,1904
-281,-107,45,1917
-305,-149,52,1931
-305,-206,45,1949
-300,-220,45,1969
-288,-210,36,1988
-267,-199,46,2009
-279,-170,64,2028
-255,-125,71,2048
-220,-90,72,2068
-202,-106,82,2086
-163,-103,66,2106
-49,-145,-632,2126
-1741,-26,771,2147
349,165,-326,2167
27,224,-268,2187
-346,-102,17,2206
-429,-226,12,2226
-193,-55,-74,2245
-220,13,-51,2266
-273,60,-56,2284
-244,43,-78,2302
-245,-40,-75,2321
-260,-28,-70,2341
